Genes,E-M-DEAE-E1,E-M-DEAE-E2,E-M-DEAE-FT_G,E-M-DEAE-E1_G,E-TFF1_R,E-TFF1_M
PRKRA,0.2611,0.1247,0.1441,0.0654,0.3305,0.1293
ITGA10,2.4957,0.28,1.1041,0.3333,1.0226,0.1615
LYPLA1,5.6481,2.3729,5.2563,2.1119,2.0329,3.2684
FCN3,38.9256,0.8652,30.5449,0.2715,22.2122,24.2208
TIPRL,0.7731,0.9049,0.9661,1.0946,0.382,0.5561
TOM1L1,0.1513,0.6311,0.4246,0.7228,0.4262,0.4544
PPM1B,3.1293,0.1794,0.0428,0.1485,0.4842,0.0764
RP2,0.7245,4.1774,0.7051,5.4284,0.687,1.968
CRTAP,0.4525,0.2771,0.6143,0.2308,0.7339,0.4847
SLC22A3,0.5066,1.4922,0.4601,2.1637,0.4311,0.6079
ATP6AP2,0.9903,0.5303,1.0681,0.5344,0.6637,1.0077
CDC123,0.5461,0.0555,0.4024,0.0423,0.474,0.2181
EIF3G,0.217,0.3495,0.1714,0.4671,0.1956,0.2268
EIF3J,0.7639,0.528,0.8893,0.7166,0.2548,0.6523
CBR3,3.0014,1.8507,2.9689,2.1708,2.1101,1.7158
PSMD10,0.1705,0.3875,0.2445,0.5739,0.572,0.3602
ZMPSTE24,0.7276,0.8089,0.414,0.9598,0.4857,0.5546
IDH1,2.0472,3.4198,1.8777,4.1652,1.1666,2.5297
ATRN,65.4919,2.6792,50.6969,1.0857,31.9135,24.7666
RBBP9,0.2424,0.2253,0.0712,0.4344,0.2873,0.1774
STAM2,0.4273,0.5669,0.3332,0.7778,0.4695,0.3452
GABBR2,0.342,0.11,0.246,0.1559,0.3433,0.1202
ARL6IP5,0.3219,1.7203,0.2239,2.0963,0.3129,0.6869
DYSF,0.1953,0.0493,0.0939,0.0219,0.2886,0.1056
DCTN3,3.1452,1.3351,2.9656,1.8669,1.7463,2.7023
TSPAN9,6.8092,7.5814,9.0361,6.7267,2.1094,4.9906
FLOT1,1.655,1.1655,1.7692,1.1018,0.7608,0.9094
TRIO,7.3397,1.1529,2.9302,1.0949,3.6059,0.7452
MPDZ,0.403,0.2478,0.2279,0.2049,0.3795,0.0315
CPD,0.5003,0.3056,0.4187,0.2967,0.2119,0.296
GLRX3,0.9967,1.9774,0.8373,2.5128,0.7215,1.1033
SEC14L2,0.1191,0.632,0.1166,0.7335,0.2124,0.2993
STC2,0.5756,0.2604,0.4803,0.1893,1.0244,0.324
CIAO1,0.1067,0.181,0.2619,0.1808,1.3238,0.1603
PDE5A,0.3,0.1606,0.3125,0.0597,0.6548,0.2901
RGS20,0.5096,0.9048,0.6151,0.6853,4.08,0.6013
SRP72,0.0781,0.2668,0.3381,0.2587,0.2557,0.1531
DDAH1,0.4819,2.9551,0.3955,6.3845,1.1253,1.7421
B3GAT3,0.334,0.1687,0.2377,0.0632,0.6834,0.2365
STK10,0.7277,2.4523,0.7526,2.6083,0.6224,0.9516
GFPT2,0.2712,0.6118,0.3303,0.6513,0.3826,0.3986
LTN1,0.6287,0.227,0.3713,0.1081,1.6659,0.283
TOMM70,0.1439,0.0721,0.1693,0.0881,0.2259,0.0315
IPO13,0.3911,0.0995,0.1388,1.3558,0.391,0.3232
MYO1D,0.2046,1.2466,0.2618,1.248,0.5993,0.6313
MICAL2,0.4391,0.0943,0.2642,0.1473,0.2866,0.1214
SEC24D,0.4092,0.6933,0.5266,0.8488,0.3417,0.6103
UFL1,0.4027,0.2111,0.259,0.2556,0.2133,0.2186
TMEM63A,0.2449,0.1274,0.1668,0.0558,0.2431,0.1044
FARP2,0.0803,0.2775,0.105,0.1479,0.2916,0.1912
PLPBP,0.2101,0.1919,0.2,0.3228,0.1879,0.2783
ERLIN2,0.9474,0.5016,0.6629,0.4075,0.5788,0.4388
ABCA8,0.8085,0.3976,1.0928,0.3799,0.8682,0.1739
FRYL,1.7059,1.3638,1.5072,1.3479,0.9335,0.8943
ENDOD1,0.2603,0.4151,0.1491,0.6046,0.7112,0.2008
CDK14,0.3673,0.1718,0.2192,0.1243,0.315,0.1181
GLS,1.0305,0.2437,0.694,0.2454,0.5581,0.554
RHOBTB3,0.3339,0.137,0.1986,0.2039,0.2783,0.0728
AP2A2,0.1609,0.5754,0.2729,0.7508,0.3554,0.4636
SEC31A,1.8616,1.3479,1.3532,1.5439,1.4251,1.4651
CLSTN1,0.7311,0.0557,0.1692,0.0139,1.1714,0.0625
YIF1A,0.3169,0.5,0.4826,0.4183,1.0108,0.1618
PRSS23,2.7547,0.2831,2.4347,0.1947,1.4059,1.6323
S1PR2,0.4952,0.4271,0.6006,0.4041,0.4966,0.2644
UBE4B,0.0919,0.1089,0.1636,0.0607,0.2301,0.0904
ZFPL1,0.6551,0.1651,0.4818,0.1704,0.2204,0.344
ELP1,0.2202,0.0891,0.0436,0.0689,0.2134,0.0818
UBL3,0.6577,0.61,0.1402,0.7603,0.1134,0.2881
VAMP5,0.6678,6.0415,0.5508,6.0296,1.1358,1.9294
RTN3,7.5997,3.7372,10.6727,2.976,10.8824,4.5404
EPN2,0.3061,0.0765,0.3872,0.1221,0.3582,0.0849
SNX4,0.6944,0.1306,0.2802,0.1699,0.5172,0.1262
SBF1,0.3688,0.257,0.2582,0.332,0.4748,0.1786
VAPB,0.6989,0.3646,1.2206,0.3541,0.8277,0.1709
MPZL1,1.5405,8.7345,1.3954,7.5191,0.7974,2.3718
FKBP9,0.2837,0.0583,0.2177,0.1112,0.3758,0.133
PGLS,0.3145,1.0459,0.4544,1.7806,0.5142,0.6792
PAPSS2,0.6076,1.3619,0.6088,1.4133,0.7075,0.7713
ATG7,0.1699,0.3065,0.4412,0.3555,0.2651,0.3767
TRIM16,0.332,0.3001,0.1649,0.2452,0.3416,0.2008
LYPLA2,3.8262,1.9156,3.4507,2.4735,1.1335,2.5791
IPO7,0.22,0.8321,0.644,0.7483,0.8988,0.5491
ARIH2,2.2076,0.1347,2.1607,0.1162,1.8626,0.9263
TNFAIP8,0.0761,0.1449,0.1102,0.1189,0.321,0.0407
PGM3,0.7337,2.4807,0.6024,2.8491,0.8428,1.4056
AHSA1,0.1414,0.7549,0.3271,0.6308,0.3027,0.4844
APOM,162.7453,6.6821,142.8153,3.8748,122.7724,67.4827
TGDS,2.7273,0.2324,1.8321,0.1379,1.3164,1.0632
PSMG1,0.3363,0.1423,0.2024,0.2043,0.2805,0.0725
SGPL1,0.298,0.1914,0.2066,0.1643,0.2896,0.2127
ABCA1,1.391,1.0517,0.3679,1.0938,1.473,0.4925
H6PD,0.2392,0.3,0.955,0.1725,0.727,0.136
SEC24A,0.4354,0.3422,0.148,0.3083,0.3059,0.174
SEC24B,0.2559,0.1068,0.3215,0.1261,0.3527,0.2379
ADGRL2,0.5581,0.118,0.3998,0.1551,0.6253,0.3356
VNN1,5.636,0.1841,3.3161,0.0751,1.2701,1.9366
SLC2A10,0.2897,0.5231,0.3815,0.5822,0.4728,0.3248
ETHE1,2.7325,0.9967,1.2633,0.8654,1.9086,1.7449
ACSL3,0.2008,0.5258,0.5655,0.5922,0.5644,0.3326
STAMBP,0.0655,0.2083,0.1785,0.2422,0.2889,0.0519
FSTL3,0.3793,0.1568,0.374,0.845,1.6484,0.6281
DIRAS3,0.3251,0.2035,0.3826,0.2589,0.0662,0.1163
ASMTL,0.4941,0.3595,0.2316,0.2274,0.069,0.2039
SNAP29,0.2096,0.6774,0.1704,0.8152,0.4115,0.174
OXSR1,0.4879,0.9646,0.4678,0.8211,2.9472,0.5735
GGPS1,0.2339,0.0668,0.2405,0.131,0.3728,0.1479
HSPA4L,0.2015,0.0732,0.205,0.0881,0.2277,0.0537
STARD3NL,0.5252,0.3994,0.3576,0.3075,0.2839,0.1814
AP2A1,1.2353,1.6437,1.4803,1.952,1.0899,1.4891
RIGI,0.5578,0.1668,0.2342,0.1465,0.3434,0.2133
CAVIN2,1.5557,0.3257,2.2942,0.2206,1.2368,1.2153
BAG2,0.7496,0.7245,0.3895,0.6978,0.3111,0.4239
BAG3,3.8419,0.4377,3.43,0.3488,3.4439,0.1552
MAP4K4,1.2875,5.8092,1.1105,5.596,2.3775,2.398
CRYZL1,0.3165,0.1471,0.1905,0.1971,0.1898,0.0966
AIFM1,0.2518,0.0623,0.2341,0.1138,0.2131,0.0963
CLDN1,0.5203,3.827,0.9148,2.3588,0.4458,1.6211
CLIC3,0.3803,0.4808,0.2081,0.6496,0.3402,0.2614
EML2,0.3473,0.303,0.3919,0.3766,0.8331,0.1563
TSPAN13,0.2606,0.2963,0.2307,0.2538,0.4888,0.2433
TSPAN15,1.2516,0.2837,0.834,0.2981,0.781,0.6541
BPNT1,0.4593,0.3504,0.3245,0.4414,0.1724,0.2051
DDAH2,0.3834,2.3364,0.3083,3.2161,0.4224,1.3846
MPIG6B,3.1804,0.4867,3.5695,0.2887,4.2257,1.744
ITGBL1,0.3467,0.1086,0.2147,0.0969,0.4038,0.1558
EFEMP2,0.8042,0.3396,1.0653,0.1929,0.8814,0.575
RECK,0.6619,1.2789,0.3191,1.5877,0.5531,0.7573
NUDT3,0.3141,0.1824,0.1468,0.1707,0.2963,0.0554
BCL10,0.3893,0.1459,0.2027,0.1765,0.24,0.1705
CLPTM1,0.257,0.3905,0.1383,0.2417,0.3542,0.0794
PAK4,0.1251,0.3157,0.2733,0.3571,0.4384,0.3255
ACTL6A,0.2477,0.1561,0.2353,0.1951,0.1917,0.1964
MOCS2,0.3645,0.1415,0.2195,0.226,0.238,0.1071
CYB5A,0.2698,0.2135,0.1347,0.2572,0.3318,0.1891
ADH1B;ADH1C;ADH1A,0.1139,1.4187,0.343,0.7074,0.7078,0.3002
LDHA,9.7167,17.5798,10.0676,20.7964,8.8259,10.2684
ALDH1A1,0.9407,0.9096,0.7837,0.7845,0.3792,0.5626
GLUD1,0.352,0.1297,0.3301,0.1806,0.9065,0.2857
CYB5R3,0.8914,5.6235,0.8983,4.8168,0.5503,1.9868
GSR,0.2571,0.5519,0.3889,0.7442,0.4687,0.5057
SOD1,0.5078,1.9631,0.1981,2.1444,0.6513,0.3833
CP,106.7032,3.7066,86.467,1.6699,73.5921,43.2742
F13A1,3.2115,0.6942,4.2111,0.6137,2.8675,2.9586
PNP,0.5145,1.4429,1.0279,2.1304,0.4481,0.9623
HPRT1,0.3287,0.3686,0.3887,0.737,0.5985,0.546
GOT2,0.3068,0.5021,0.3902,0.5866,0.5974,0.3062
EGFR,3.8728,3.4182,2.3182,3.3181,1.2197,2.2237
PGK1,12.0652,15.6947,10.0874,16.5258,6.3888,10.164
AK1,0.7659,1.7728,0.785,1.7024,0.7198,1.3904
F2,49.7262,2.9255,45.2584,2.017,40.286,25.3564
C1R,48.5933,1.357,32.4145,0.7776,72.8839,15.8132
HP,8882.8597,232.0134,6850.0419,93.5598,4659.9996,3030.9698
HPR,42.0927,2.2002,39.9366,1.4317,53.0752,18.3139
F9,1.3623,0.1834,1.2159,0.1103,1.7029,0.7963
F10,13.8502,2.0182,12.3809,1.4026,9.4322,8.2961
CFD,0.5033,0.0204,0.4332,0.0395,0.3053,0.3084
PLG,4.1872,0.5261,5.4671,0.3452,7.5539,3.1294
F12,1.4382,0.2988,1.1278,0.0841,1.7209,0.7743
PLAU,0.5559,0.0348,0.5727,0.158,0.4657,0.2988
PLAT,0.824,0.2422,0.8776,0.1402,1.0049,0.6153
CFB,23.5264,0.7226,19.3307,0.3305,13.1872,9.7015
ADA,0.3524,0.1455,0.3733,0.1979,0.491,0.1404
CA1,10.299,1.1466,8.5478,0.4749,3.338,5.1037
CA2,1.9139,0.2244,1.6695,0.1837,1.1135,1.0616
ASS1,0.5938,1.1623,0.5691,1.2718,0.6748,0.7819
SERPINC1,37.2552,2.1425,28.7364,0.7958,25.8259,11.9635
SERPINA1,292.9636,13.3059,225.2851,6.4572,230.5121,95.8285
SERPINA3,67.6841,2.1152,49.5901,0.7485,35.0578,26.2644
AGT,40.0749,0.763,39.9737,0.6788,13.4539,15.8754
A2M,1935.3328,46.4671,1583.7955,10.6545,1257.0901,748.9359
C3,140.2298,47.7068,127.7434,34.6703,387.9338,97.2977
C5,9.5024,0.9635,7.4861,0.531,31.7834,5.2717
TIMP1,8.0067,0.9351,8.0889,0.8113,4.2154,4.5306
CSTA,0.6581,1.0089,1.8656,0.2659,0.6916,0.4763
KNG1,163.3528,5.1612,129.1191,2.6048,94.8051,68.3884
NRAS,0.9037,7.423,0.6311,5.3722,0.3863,3.8288
HRAS,1.727,12.3447,1.5864,13.8545,2.2145,4.5763
KRAS,0.5546,2.7336,0.6901,3.2657,0.5089,1.596
PDGFB,0.231,0.1714,0.2561,0.1704,0.7752,0.1467
LDLR,4.0062,1.0071,3.2826,1.0977,1.1373,1.7098
TGFB1,2.2176,2.213,2.9329,1.9795,3.326,1.9471
IGF2,0.1743,0.107,0.2043,0.0223,0.1464,0.2313
JCHAIN,158.1547,8.0324,153.1963,1.0638,158.8493,54.7882
IGKV1-17,3.1203,0.2204,3.6701,0.0648,4.0264,1.4147
IGKV1D-16,0.8892,0.089,0.9979,0.0178,1.3244,0.8105
IGKV1-5,18.236,1.9898,21.9976,0.37,19.2702,9.4875
IGKV3-20,53.1911,4.3844,47.3014,0.8441,72.7853,24.0768
IGLV1-47,7.8908,1.0384,7.403,0.1756,11.4223,3.5045
IGLV1-51,16.6038,1.2711,21.184,0.2229,25.086,8.6975
IGLV1-40,3.3557,0.3246,3.7551,0.3847,5.0803,2.066
IGLV2-14,9.0891,0.5127,8.756,0.1027,11.0808,4.5871
IGLV2-23,1.8038,0.9452,0.9663,0.9287,2.2555,0.864
IGLV2-11,9.2562,0.715,10.5042,0.0776,10.703,4.5949
IGLV2-8,16.6283,1.199,21.7577,0.16,18.6969,8.2707
IGLV3-19,2.3698,0.3203,3.6948,0.0581,5.289,1.7567
IGLV3-1,0.7702,0.2772,1.0292,0.1239,1.07,0.4375
IGLV3-25,5.1575,0.5076,6.106,0.1148,8.8692,3.2274
IGLV3-27,0.411,0.3203,0.4536,0.3275,0.966,0.2103
IGLV6-57,0.751,0.0963,0.9223,0.0264,1.4943,0.4853
IGHV1-69,4.2325,0.3382,4.2193,0.0742,4.6705,2.5074
IGHV3-13,1.1446,0.128,1.1595,0.0979,0.9283,0.4319
IGHV3-30;IGHV3-30-5,32.2227,2.4557,35.5222,0.3303,36.5667,17.2928
IGHV3-7,73.3894,4.0205,71.7708,0.7164,100.2495,34.9269
IGHV3-9;IGHV3-43D,2.6231,0.243,3.0278,0.0245,2.9615,1.2678
IGHV2-70,3.2384,0.2494,3.2428,0.1749,4.9081,1.6834
IGHV2-5,1.761,0.7581,2.3895,0.0908,2.6607,0.9294
PIGR,11.7391,0.7329,8.3573,0.203,7.0168,4.1116
IGKC,482.036,33.8316,467.0776,6.8201,884.6324,231.1904
IGHG1,169.0648,14.4444,398.1998,6.9792,1351.9932,261.3283
IGHG2,129.6422,7.2224,483.3245,4.3478,940.6583,173.8933
IGHG3,190.9794,11.3845,427.2682,5.9665,1390.3608,228.919
IGHG4,59.1596,1.9412,81.4485,0.8662,272.9104,44.1787
IGHM,1321.6466,95.5445,1193.4133,14.879,841.023,495.6672
IGHA1,309.5489,9.9815,232.337,2.4836,739.005,124.9059
IGHA2,39.3882,0.8904,27.3942,0.2082,50.4786,10.3665
IGHD,3.5927,0.3896,3.7055,0.148,11.7519,1.8544
HLA-B,0.8002,2.8826,1.1809,2.1913,0.8215,1.0369
HLA-H,0.1248,0.6102,0.2179,0.7461,0.2029,0.1979
HLA-DRA,0.2033,0.034,0.1856,0.1256,0.3214,0.1097
HBD,8.6036,0.8825,6.8952,0.5669,6.7021,3.2134
COL1A1,82.6416,5.5769,139.5225,1.1362,194.4835,58.219
COL3A1,21.2094,1.2846,23.8418,0.1803,27.8915,9.9064
COL4A1,0.7801,0.3871,2.9748,0.2614,3.8065,1.8132
CRYAB,0.505,0.244,0.5152,0.2356,0.4844,0.2304
KRT14,4.3549,2.8407,15.4926,1.1941,2.3857,0.9093
KRT6A,0.7651,0.4066,8.4572,0.0698,2.0686,0.3362
LMNA,0.9166,0.599,0.6478,0.6837,1.7111,0.7992
APOA1,519.268,23.3792,343.5337,16.0433,405.6099,153.4807
APOE,141.5934,9.1349,109.4709,5.1632,42.5076,59.4577
APOA2,2737.0992,45.6608,1834.3929,38.8253,2312.0106,702.2465
APOC1,53.5659,17.1226,40.856,12.6445,28.4082,27.6458
APOC2,47.5395,3.6057,43.1407,2.3367,24.7324,20.1387
APOC3,55.2926,3.8307,47.8813,2.26,55.7794,21.2597
FGA,8.8109,0.853,5.2147,0.1818,4.4691,2.6657
FGB,14.2679,1.396,5.5838,0.2217,6.3099,2.6628
FGG,23.2561,2.7505,9.6864,0.5886,11.424,5.0954
SLC4A1,2.1502,1.3571,2.8441,1.0017,2.5232,1.7081
CRP,0.2369,0.2443,0.5318,0.1545,0.3353,0.1936
APCS,8.0075,2.2521,9.7373,1.3351,12.0821,4.7823
C1QA,9.4804,0.7802,11.2435,0.2396,26.1378,5.3044
C1QB,20.4239,2.0302,27.2738,0.5624,67.0007,9.7745
C1QC,23.4926,2.3156,27.9596,0.5543,76.0945,11.7
C9,5.1204,2.3413,6.0118,1.4176,6.9487,4.5825
APOH,105.1416,2.4654,92.5595,2.1806,41.7786,39.6496
LRG1,240.7855,8.2866,173.9081,3.3751,58.2053,92.8325
FN1,102.8266,12.7468,82.0416,4.5564,221.4506,48.074
RBP4,25.1767,0.7081,20.4691,0.3858,7.1361,11.8004
AMBP,231.9221,26.9736,220.1388,4.436,254.6154,110.627
ORM1,50.5524,1.0071,44.679,0.5916,39.1733,20.3587
AHSG,1105.4982,48.0054,852.1741,22.9606,462.4121,397.3243
TTR,459.9033,21.2977,338.8398,11.0148,180.5766,167.9787
ALB,7729.4214,75.0054,4782.4059,31.8547,8147.8712,2211.8865
GC,89.4703,1.9233,72.6491,1.8592,89.4269,35.6175
PPBP,2.1739,0.4451,2.4844,0.62,2.247,1.2956
PF4,1.5977,0.1946,1.6447,0.443,3.6059,1.4593
TFRC,2.5579,10.7569,2.1048,10.228,4.2178,4.5897
TF,112.4146,2.7446,228.1684,4.0104,321.3884,105.1295
LTF,0.8829,0.1926,0.9228,0.0899,1.1076,0.3357
HPX,3318.5822,80.8215,2551.4039,45.8447,1093.6654,1319.3165
FTL,1.0473,0.8672,0.8551,0.8383,2.0256,0.603
FTH1,2.399,1.6268,2.4525,1.4091,4.0786,1.6514
MT2A,0.3342,4.9233,0.4919,8.2666,0.1658,2.1879
PRH1,0.2879,0.1521,0.2145,0.014,0.2304,0.0718
F11,0.3446,0.0745,0.1868,0.0224,1.2016,0.2845
KLKB1,19.6438,0.7222,16.1884,0.3649,17.5479,8.9432
MMP1,1.2287,0.2136,0.6528,0.1624,0.5153,0.3168
C4BPA,68.0615,2.9203,55.0841,0.8694,80.3959,30.0696
VTN,83.4237,7.4241,77.8372,4.1409,58.4991,47.5145
CAT,0.896,0.5332,1.3055,0.3418,1.3124,0.6122
RAF1,0.3443,0.1364,0.1725,0.1036,0.1868,0.1291
GBA1,0.7688,0.6909,0.96,0.1566,0.7815,0.5665
FUCA1,2.3879,0.2584,2.0532,0.0521,0.9363,1.073
PROC,0.1367,0.0849,0.1975,0.0659,0.2112,0.0797
ALDOA,6.2397,12.3378,8.0525,18.4899,10.5922,8.3745
CSTB,0.8814,3.2252,0.9979,3.2338,0.5486,1.466
ANXA1,2.5217,26.294,3.2997,39.7079,4.3878,12.3498
APOB,368.8259,79.0505,346.5042,51.3362,201.417,204.6448
PRNP,0.4657,4.1752,0.4186,2.8915,0.3233,1.3183
SOD2,0.7783,0.5246,1.0066,0.8086,0.9474,0.7375
LCAT,69.3762,2.0968,49.7628,0.9769,18.2329,27.6391
OAT,0.4695,0.3263,0.6404,0.2199,0.2443,0.471
HRG,3.0768,0.6562,4.3292,0.6459,11.3465,3.7526
IGLV7-43,2.7848,0.0825,3.3606,0.0248,3.5268,1.2489
THY1,6.9049,35.9089,6.1134,27.9678,4.3225,16.9119
A1BG,1334.7273,37.8403,991.3592,14.9448,469.9175,497.5506
KRT6B,0.4481,0.3016,5.1303,0.2387,1.4174,0.2346
KRT1,108.0521,69.4886,131.2724,31.6809,42.2717,44.903
VWF,10.8038,1.2144,6.7608,0.2178,5.2307,2.9027
SHBG,30.3132,1.7263,21.59,0.6112,7.7684,12.0262
GAPDH,119.7759,61.3845,99.1723,65.2639,85.7245,81.7569
ASL,0.4755,0.4106,0.2298,0.5316,0.46,0.4437
IGKV1-16,4.4374,0.068,3.6884,0.0352,3.9868,1.6811
HLA-A,4.0273,14.4039,3.7086,14.1537,2.2884,6.121
ERBB2,0.9883,0.6311,0.5008,0.7482,0.8468,0.4885
CAPNS1,1.2137,4.0968,1.5955,5.217,2.4175,2.5596
HSPB1,4.4715,4.0669,4.285,3.2982,2.7015,3.697
RPN1,0.5839,0.9241,0.3905,0.7548,0.3811,0.4904
RPN2,0.4319,0.8339,0.4212,0.6418,0.5743,0.4907
GNAI2,12.9489,122.0368,16.8976,107.3137,17.6386,55.6621
H2AC4;H2AC11;H2AX;H2AC7;H2AC20;H2AC18;H2AC25;H2AC6;H2AC12;H2AC1;H2AC14;H2AJ,1.4801,4.4581,2.3912,2.6451,6.9154,4.2638
SLC4A2,0.3861,0.4382,0.5793,0.7011,0.6204,0.4316
ATP1A1,3.1867,41.2408,4.234,39.079,4.2796,15.7792
ATP1B1,0.4818,2.25,0.5639,2.3142,0.2606,0.6945
ALDOB,0.5655,0.0291,0.5246,0.1057,0.2909,0.3316
APP,0.4953,0.3645,0.8042,0.9512,4.3303,1.8073
APOD,41.0712,1.1444,28.4838,0.5176,22.0271,15.6812
ALDH2,0.28,0.0771,0.1628,0.1117,0.5125,0.2064
ITGB3,29.93,8.2815,37.9085,6.6128,3.6981,18.506
ITGB2,0.4165,0.1346,0.535,0.1443,0.9754,0.3284
S100A8,1.2728,1.2701,1.4093,0.2587,0.6739,0.8818
SERPINE1,18.1817,4.7341,18.6112,2.7177,13.0067,10.3237
SLC25A5,0.3802,0.4639,0.4264,0.3577,0.521,0.1981
SERPINA5,0.3198,0.0151,0.234,0.0724,0.1822,0.216
SERPING1,218.5732,6.0736,171.7468,3.0977,145.8035,87.312
CFI,6.4326,0.3153,7.3181,0.1174,6.2702,3.9877
ISG15,0.1989,1.1124,0.3353,1.1099,0.1153,0.812
MPO,0.4988,0.25,0.469,0.1269,0.693,0.2737
ALPL,1.8052,4.5159,1.3638,3.9797,0.6857,1.5668
EIF2S1,0.9168,1.0809,1.0435,1.2406,0.9731,0.9403
ICAM1,1.8886,9.1152,1.6915,15.1702,3.482,6.2917
RPLP2,0.1148,0.6714,0.4815,2.3534,0.4293,0.5797
RPLP0,1.8172,1.5324,1.6721,1.526,1.3665,1.6661
REG1A,0.903,0.3342,0.6837,0.2982,0.5839,0.3758
CLEC3B,0.6038,0.1044,0.6466,0.0227,0.5824,0.2546
SSB,0.3893,0.1626,0.2705,0.1908,0.5095,0.1528
SERPINA7,87.9206,3.3589,72.4183,1.1061,24.1543,37.4137
SERPIND1,10.8231,3.7765,12.3964,2.2586,14.6144,8.5982
ITGB1,23.6511,96.6902,24.7618,71.4008,12.955,42.139
PRKCB,0.1814,0.1492,0.502,0.0483,0.3139,0.2548
KRT18,2.5058,1.7784,2.3028,1.4795,3.3225,2.1643
KRT8,2.2108,3.1469,2.6979,2.2024,5.6864,2.4711
COL5A2,4.9137,4.2744,7.2059,2.8588,21.0326,6.4914
UROD,0.7262,0.3437,0.4227,0.3476,0.3184,0.3233
INSR,0.3144,0.1347,0.1833,0.1035,0.2919,0.0839
FYN,0.7266,1.6067,0.5154,1.7604,0.4604,0.8581
BCHE,40.7808,0.9667,35.9601,0.3578,18.5558,16.0961
GLA,0.4756,0.1422,0.3216,0.0619,0.323,0.3183
IGKV2-30,15.3518,1.5571,14.2306,0.1604,20.8251,5.3644
IGKV4-1,48.2872,3.2027,49.3948,0.3376,56.9106,19.625
IGHV4-34,40.2152,5.684,44.4268,0.7511,57.5831,16.3974
GSN,10.0413,4.9957,8.4352,8.7594,10.3407,7.3932
CDK1,0.4418,0.1222,0.3704,0.0761,0.4043,0.0524
ATP5F1B,3.286,1.4293,3.2986,0.8757,4.0262,2.6781
C2,1.1796,0.089,0.909,0.0449,1.2966,0.6586
S100A9,1.2802,0.94,1.7931,0.2364,0.7764,0.9438
S100A6,3.7963,33.424,4.4107,36.7479,5.2153,13.033
APOA4,32.9261,1.4216,25.4965,1.0024,12.6287,12.0683
EIF4E,0.982,0.4337,0.918,0.4744,0.926,0.7325
CKM,2.1243,0.1068,1.9729,0.1957,0.6164,0.9609
ENO1,11.3021,36.0111,10.4327,46.7867,12.4145,16.7287
PYGL,0.8936,0.6178,1.1815,0.7132,1.1957,0.936
GPI,0.8322,6.279,1.4927,7.5334,1.5187,2.9619
NPM1,1.63,0.5195,1.4266,0.4324,1.2639,0.7658
TPM3,3.7217,0.7073,3.1622,1.5041,9.9373,1.9975
ITGAV,4.4682,32.5091,4.8363,35.4221,3.6403,13.1147
SERPINE2,0.8727,0.3318,0.9611,0.201,0.6242,0.7292
EPHX1,0.2392,0.557,0.4354,0.431,0.374,0.3082
DBI,0.3871,0.8696,0.3338,1.6517,0.4229,0.5233
LDHB,7.2174,8.3486,6.1611,9.5296,5.6782,6.6411
GPX1,3.9967,0.8515,3.7656,0.9499,1.4667,2.3155
PROS1,10.2128,0.5164,9.5889,0.2613,21.6245,4.9722
P4HB,2.1667,2.185,2.8777,3.1606,6.9666,2.1977
CSF1R,5.2571,0.1522,4.4403,0.0753,1.8081,2.0814
CTSD,10.4157,1.39,8.5581,0.9013,4.1318,5.3323
ANXA2,9.2766,131.8545,12.5084,158.6223,20.2892,50.6133
C8A,1.3843,0.6686,1.4119,0.4147,2.3765,1.2116
C8B,1.2059,0.876,1.5521,0.4823,2.098,1.3936
GP1BA,27.6558,5.696,41.0992,2.5599,46.73,26.5142
C8G,1.7762,0.6231,2.0136,0.2936,2.4764,0.8188
CAPN1,1.5312,1.6754,2.1575,1.9419,2.3761,1.6308
TUBB,4.5771,5.927,4.4819,4.0764,3.8794,4.0603
DCN,0.1044,0.9871,3.3811,1.8372,18.3748,4.5792
PSAP,0.9127,0.077,0.8905,0.1147,3.354,0.6016
HEXB,1.0309,0.1858,0.6277,0.1309,1.0506,0.2384
PFN1,20.9535,37.6661,23.2779,40.988,10.9133,26.142
BPGM,2.2479,0.8496,2.0453,1.1334,0.8415,1.2693
APRT,6.2722,1.8412,5.1594,1.7968,1.06,3.5707
EPRS1,0.5569,0.9879,0.7647,1.1176,1.0011,0.8016
CTSB,7.597,0.9343,8.3816,0.69,4.3202,4.876
HSP90AA1,3.294,3.8487,3.6917,4.6489,6.8789,3.8475
GALT,0.1721,0.0882,0.1183,0.025,0.2677,0.088
HNRNPC,0.3533,0.1216,0.4446,0.3054,0.8785,0.308
UMOD,2.4059,0.1306,1.7181,0.0542,1.3193,1.0252
LAMB1,18.3468,3.4381,17.5256,1.641,16.8346,9.3736
YES1,0.4418,3.1435,0.3635,2.9021,0.4162,1.1471
LYN,1.3566,0.5451,1.4171,0.4873,0.5791,0.9789
TPM2,0.2456,0.2091,0.4355,0.4797,1.9139,0.3281
FH,0.4076,0.5245,0.3916,0.6434,0.4528,0.3456
THBS1,14.4595,12.6649,36.4857,6.2016,150.4325,27.6694
IGF1R,0.3403,0.5613,0.1756,0.5868,0.3249,0.3108
COL1A2,21.3841,2.0284,46.4506,0.7939,72.5404,20.5027
ANXA6,3.8539,56.6567,4.6923,64.3651,7.2468,22.6569
RHOC,1.1274,5.2037,1.3259,7.5812,2.4667,4.6079
CD55,1.5683,7.0824,2.0229,3.4638,1.2479,2.0247
